article_id,source_title,source_url,updated_at,campus,area,floor,window_no,window_name,location_hint,dish_name,review_status,types,available,heat,duplicate_count,review_id
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,1,麦香馅饼,丁香一层餐厅 · 一层 · 1号窗口 · 麦香馅饼,蛋糕,pending,protein,lunch；dinner,none,1,95aa81a0e23f6b4f
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,1,麦香馅饼,丁香一层餐厅 · 一层 · 1号窗口 · 麦香馅饼,剁椒肉酱,pending,spicy；protein,lunch；dinner,mild,1,9f9761c6ccf2bf6d
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,1,麦香馅饼,丁香一层餐厅 · 一层 · 1号窗口 · 麦香馅饼,广式腊肠饭,pending,rice,lunch；dinner,none,1,04d8b9bd3d7efad4
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,1,麦香馅饼,丁香一层餐厅 · 一层 · 1号窗口 · 麦香馅饼,火腿玉米饼,pending,rice；snack,breakfast；lunch；dinner,none,1,63dbc9e46dfd3de4
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,1,麦香馅饼,丁香一层餐厅 · 一层 · 1号窗口 · 麦香馅饼,秘制豆沙饼,pending,snack,breakfast；lunch；dinner,none,1,e1a800e3737be1db
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,1,麦香馅饼,丁香一层餐厅 · 一层 · 1号窗口 · 麦香馅饼,秘制卤菜饭,pending,rice,lunch；dinner,none,1,08f80bf48dd92d66
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,1,麦香馅饼,丁香一层餐厅 · 一层 · 1号窗口 · 麦香馅饼,手抓饼,pending,snack,breakfast；lunch；dinner,none,1,dde660eb1e734efa
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,1,麦香馅饼,丁香一层餐厅 · 一层 · 1号窗口 · 麦香馅饼,油卤鸡腿,pending,protein,lunch；dinner,none,1,c78a03a38acdce26
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,1,麦香馅饼,丁香一层餐厅 · 一层 · 1号窗口 · 麦香馅饼,鱼香茄子饼,pending,snack；vegetarian；protein,breakfast；lunch；dinner,none,1,e3ed5d9710ffc8b2
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,1,麦香馅饼,丁香一层餐厅 · 一层 · 1号窗口 · 麦香馅饼,枣糕,pending,rice,lunch；dinner,none,1,a9e6634e3fd5b3ca
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,1,麦香馅饼,丁香一层餐厅 · 一层 · 1号窗口 · 麦香馅饼,招牌猪脚饭,pending,rice,lunch；dinner,none,1,bfa5ea07fe5083fe
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,1,麦香馅饼,丁香一层餐厅 · 一层 · 1号窗口 · 麦香馅饼,照烧鸡腿饼,pending,snack；protein,breakfast；lunch；dinner,none,1,d8e2cb7b4e8e95b3
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,1,麦香馅饼,丁香一层餐厅 · 一层 · 1号窗口 · 麦香馅饼,孜然羊肉饼,pending,snack；protein,breakfast；lunch；dinner,mild,1,b37a336845be3ba4
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,10,自选套餐,丁香一层餐厅 · 一层 · 10号窗口 · 自选套餐,上下滑动查看更多,pending,rice,lunch；dinner,none,1,838f1acf3d065c8c
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,10,自选套餐,丁香一层餐厅 · 一层 · 10号窗口 · 自选套餐,自选套餐,pending,rice,lunch；dinner,none,1,4bc4b099e8eb7944
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,11,卤肉,丁香一层餐厅 · 一层 · 11号窗口 · 卤肉,炒饼丝,pending,snack,breakfast；lunch；dinner,none,1,bdbf063a32d77566
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,11,卤肉,丁香一层餐厅 · 一层 · 11号窗口 · 卤肉,炒河粉,pending,noodle,lunch；dinner,none,1,82270db0d522089e
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,11,卤肉,丁香一层餐厅 · 一层 · 11号窗口 · 卤肉,炒拉条子,pending,rice,lunch；dinner,none,1,c93a365f45d604b5
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,11,卤肉,丁香一层餐厅 · 一层 · 11号窗口 · 卤肉,炒细面,pending,noodle,lunch；dinner,none,1,e8578558a10f4b8a
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,11,卤肉,丁香一层餐厅 · 一层 · 11号窗口 · 卤肉,带把肘子,pending,rice,lunch；dinner,none,1,cd6c745955f57dab
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,11,卤肉,丁香一层餐厅 · 一层 · 11号窗口 · 卤肉,耳朵,pending,rice,lunch；dinner,none,1,35f0c42c6e621cbc
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,11,卤肉,丁香一层餐厅 · 一层 · 11号窗口 · 卤肉,肝子,pending,rice,lunch；dinner,none,1,30cd83aa61262ba5
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,11,卤肉,丁香一层餐厅 · 一层 · 11号窗口 · 卤肉,烩麻食,pending,spicy,lunch；dinner,none,1,e480a1d30c62744d
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,11,卤肉,丁香一层餐厅 · 一层 · 11号窗口 · 卤肉,鸡蛋炒饭,pending,rice；protein,lunch；dinner,none,1,70f2d2ae1fd6b372
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,11,卤肉,丁香一层餐厅 · 一层 · 11号窗口 · 卤肉,老干妈炒饭,pending,rice,lunch；dinner,none,1,227eb7d3e66e02cd
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,11,卤肉,丁香一层餐厅 · 一层 · 11号窗口 · 卤肉,卤菜,pending,rice,lunch；dinner,none,1,4e390f78964975fb
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,11,卤肉,丁香一层餐厅 · 一层 · 11号窗口 · 卤肉,头肉,pending,protein,lunch；dinner,none,1,86de8e50462c7325
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,11,卤肉,丁香一层餐厅 · 一层 · 11号窗口 · 卤肉,扬州炒饭,pending,rice,lunch；dinner,none,1,f80f2e24fba2806c
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,11,卤肉,丁香一层餐厅 · 一层 · 11号窗口 · 卤肉,猪蹄,pending,rice,lunch；dinner,none,1,b831459cc0c23725
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,12,炒货,丁香一层餐厅 · 一层 · 12号窗口 · 炒货,炒饼丝,pending,snack,breakfast；lunch；dinner,none,1,a541ca3cc36d1e11
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,12,炒货,丁香一层餐厅 · 一层 · 12号窗口 · 炒货,炒河粉,pending,noodle,lunch；dinner,none,1,63eee6cae9253f53
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,12,炒货,丁香一层餐厅 · 一层 · 12号窗口 · 炒货,炒拉条子,pending,rice,lunch；dinner,none,1,7069c5cfabb0191f
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,12,炒货,丁香一层餐厅 · 一层 · 12号窗口 · 炒货,炒细面,pending,noodle,lunch；dinner,none,1,2f3b74f31ac3bd5e
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,12,炒货,丁香一层餐厅 · 一层 · 12号窗口 · 炒货,豆皮海带加馍,pending,snack,lunch；dinner,none,1,6a444a31eb199adc
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,12,炒货,丁香一层餐厅 · 一层 · 12号窗口 · 炒货,烩麻食,pending,spicy,lunch；dinner,none,1,18b1c43032e3afbe
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,12,炒货,丁香一层餐厅 · 一层 · 12号窗口 · 炒货,鸡蛋炒饭,pending,rice；protein,lunch；dinner,none,1,988aaee0b42b6fec
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,12,炒货,丁香一层餐厅 · 一层 · 12号窗口 · 炒货,腊汁肉夹馍,pending,snack；drink；protein；local,breakfast；lunch；dinner,none,1,56baa563cf061620
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,12,炒货,丁香一层餐厅 · 一层 · 12号窗口 · 炒货,老干妈炒饭,pending,rice,lunch；dinner,none,1,d909dc391fa4388d
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,12,炒货,丁香一层餐厅 · 一层 · 12号窗口 · 炒货,卤蛋豆皮海带夹馍,pending,snack；protein,lunch；dinner,none,1,60b4974510939342
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,12,炒货,丁香一层餐厅 · 一层 · 12号窗口 · 炒货,扬州炒饭,pending,rice,lunch；dinner,none,1,4ea62697247b66b9
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,12,炒货,丁香一层餐厅 · 一层 · 12号窗口 · 炒货,优质肉夹馍,pending,snack；protein；local,breakfast；lunch；dinner,none,1,ff7836a74b708d10
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,12,炒货,丁香一层餐厅 · 一层 · 12号窗口 · 炒货,孜然夹馍,pending,snack,lunch；dinner,mild,1,f9b420b1a1041907
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,13,西安正宗肉夹馍,丁香一层餐厅 · 一层 · 13号窗口 · 西安正宗肉夹馍,大煎饺,pending,noodle,lunch；dinner,none,1,7afe6190d634aaa1
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,13,西安正宗肉夹馍,丁香一层餐厅 · 一层 · 13号窗口 · 西安正宗肉夹馍,豆皮海带加馍,pending,snack,lunch；dinner,none,1,2b5e91cc7612aed4
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,13,西安正宗肉夹馍,丁香一层餐厅 · 一层 · 13号窗口 · 西安正宗肉夹馍,黑芝麻豆浆,pending,spicy；light；drink,breakfast,none,1,42959dbf206cc79d
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,13,西安正宗肉夹馍,丁香一层餐厅 · 一层 · 13号窗口 · 西安正宗肉夹馍,红枣豆浆,pending,light；drink,breakfast,none,1,96cd822848118f28
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,13,西安正宗肉夹馍,丁香一层餐厅 · 一层 · 13号窗口 · 西安正宗肉夹馍,腊汁肉夹馍,pending,snack；drink；protein；local,breakfast；lunch；dinner,none,1,958a9d122d3e88b2
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,13,西安正宗肉夹馍,丁香一层餐厅 · 一层 · 13号窗口 · 西安正宗肉夹馍,卤蛋豆皮海带夹馍,pending,snack；protein,lunch；dinner,none,1,3761e568b73c2b7e
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,13,西安正宗肉夹馍,丁香一层餐厅 · 一层 · 13号窗口 · 西安正宗肉夹馍,三鲜蒸饺,pending,noodle,lunch；dinner,none,1,27cb1560262eed65
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,13,西安正宗肉夹馍,丁香一层餐厅 · 一层 · 13号窗口 · 西安正宗肉夹馍,酸奶包,pending,snack；drink,lunch；dinner,none,1,6eae406ea325809a
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,13,西安正宗肉夹馍,丁香一层餐厅 · 一层 · 13号窗口 · 西安正宗肉夹馍,香蕉牛奶,pending,drink；protein,lunch；dinner,none,1,153b0e151cbb49e7
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,13,西安正宗肉夹馍,丁香一层餐厅 · 一层 · 13号窗口 · 西安正宗肉夹馍,小笼包,pending,snack,breakfast,none,1,90185f12b0a3c9e8
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,13,西安正宗肉夹馍,丁香一层餐厅 · 一层 · 13号窗口 · 西安正宗肉夹馍,优质肉夹馍,pending,snack；protein；local,breakfast；lunch；dinner,none,1,f42f321a4725217a
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,13,西安正宗肉夹馍,丁香一层餐厅 · 一层 · 13号窗口 · 西安正宗肉夹馍,原味豆浆,pending,light；drink,breakfast,none,1,33b9221077a55ed8
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,13,西安正宗肉夹馍,丁香一层餐厅 · 一层 · 13号窗口 · 西安正宗肉夹馍,芝麻豆浆,pending,spicy；light；drink,breakfast,none,1,17772d76f08ead82
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,13,西安正宗肉夹馍,丁香一层餐厅 · 一层 · 13号窗口 · 西安正宗肉夹馍,孜然夹馍,pending,snack,lunch；dinner,mild,1,b3cffaab8b41e8ea
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,大煎饺,pending,noodle,lunch；dinner,none,1,2533325ac5a3f033
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,黑芝麻豆浆,pending,spicy；light；drink,breakfast,none,1,be0549e9e1219219
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,红枣豆浆,pending,light；drink,breakfast,none,1,bdf01a8df5f9630a
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,火腿煮馍,pending,snack,lunch；dinner,none,1,34d61d2e7f3d5741
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,鸡块小面,pending,noodle；protein,lunch；dinner,none,1,305c32ffcc0d950b
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,牛肚小面,pending,noodle；protein,lunch；dinner,none,1,04b6e3d0ac20ac62
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,牛肉小面,pending,noodle；protein,lunch；dinner,none,1,41d451a99cacf015
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,牛肉煮馍,pending,snack；protein,lunch；dinner,none,1,c5f89c7e93cbe84d
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,培根煮馍,pending,snack；protein,lunch；dinner,none,1,db905522ecef7333
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,三鲜蒸饺,pending,noodle,lunch；dinner,none,1,5b3724e91686010f
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,三鲜煮馍,pending,snack,lunch；dinner,none,1,6ef8636c82e8e01d
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,素小面,pending,noodle；vegetarian,lunch；dinner,none,1,6b55d4f38d539a18
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,酸菜肉丝,pending,spicy；protein,lunch；dinner,none,1,4af4bb38dfbaa432
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,酸奶包,pending,snack；drink,lunch；dinner,none,1,71849aef2229048f
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,香蕉牛奶,pending,drink；protein,lunch；dinner,none,1,0d4a2cc5732b2319
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,小笼包,pending,snack,breakfast,none,1,4812224fad45a8f9
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,原味豆浆,pending,light；drink,breakfast,none,1,a93f0b6c9a25912c
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,14,永和豆浆,丁香一层餐厅 · 一层 · 14号窗口 · 永和豆浆,芝麻豆浆,pending,spicy；light；drink,breakfast,none,1,16dee9039ad5132f
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,15,重庆小面、老碗煮馍,丁香一层餐厅 · 一层 · 15号窗口 · 重庆小面、老碗煮馍,火腿煮馍,pending,snack,lunch；dinner,none,1,e6676f1a92ca8d6d
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,15,重庆小面、老碗煮馍,丁香一层餐厅 · 一层 · 15号窗口 · 重庆小面、老碗煮馍,鸡块小面,pending,noodle；protein,lunch；dinner,none,1,919d5543a6307a3b
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,15,重庆小面、老碗煮馍,丁香一层餐厅 · 一层 · 15号窗口 · 重庆小面、老碗煮馍,黎记竹升面,pending,noodle,lunch；dinner,none,1,5fffeec458d3216b
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,15,重庆小面、老碗煮馍,丁香一层餐厅 · 一层 · 15号窗口 · 重庆小面、老碗煮馍,牛肚小面,pending,noodle；protein,lunch；dinner,none,1,086dc71a44f02b86
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,15,重庆小面、老碗煮馍,丁香一层餐厅 · 一层 · 15号窗口 · 重庆小面、老碗煮馍,牛肉小面,pending,noodle；protein,lunch；dinner,none,1,51ed935782285221
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,15,重庆小面、老碗煮馍,丁香一层餐厅 · 一层 · 15号窗口 · 重庆小面、老碗煮馍,牛肉煮馍,pending,snack；protein,lunch；dinner,none,1,c167b5923c044f10
dingxiang-1f,丁香一层餐厅窗口分布及菜单,https://mp.weixin.qq.com/s/BCnHWQErlSOTS0FW0WJI8g,2024-09-27,south,丁香一层餐厅,一层,15,重庆小面、老碗煮馍,丁香一层餐厅 · 一层 · 15号窗口 · 重庆小面、老碗煮馍,培根煮馍,pending,snack；protein,lunch；dinner,none,1,33c5c2598703cb71
